time,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,eta_adaptive,R1_adaptive,R2_adaptive,mu_adaptive,ai_adaptive
0.0080,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9453,18.0142
0.0160,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9451,18.0138
0.0240,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9450,18.0137
0.0320,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9454,18.0144
0.0400,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9454,18.0144
0.0480,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9456,18.0148
0.0560,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9450,18.0137
0.0640,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9450,18.0137
0.0720,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9456,18.0148
0.0800,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9454,18.0144
0.0880,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9453,18.0142
0.0960,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9453,18.0142
0.1040,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9457,18.0149
0.1120,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1216,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4111,0.0267,0.0400,13.9452,18.0140
0.1200,0.0000,0.0000,0.1519,0.1807,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9455,18.0145
0.1280,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9458,18.0151
0.1360,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1181,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9460,18.0155
0.1440,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1180,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1677,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9461,18.0156
0.1520,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1181,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4112,0.0267,0.0400,13.9460,18.0154
0.1600,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1181,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4113,0.0267,0.0400,13.9462,18.0158
0.1680,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1181,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2307,0.1678,0.1923,0.0000,0.0000,0.4113,0.0267,0.0400,13.9463,18.0160
0.1760,0.0000,0.0000,0.1519,0.1806,0.0019,0.3154,-0.0316,-0.0003,0.3358,-0.0328,0.1120,0.3358,-0.1181,0.1111,0.3396,-0.1217,0.1115,0.2578,0.0000,-0.2308,0.1677,0.1923,0.0000,0.0000,0.4114,0.0267,0.0400,13.9472,18.0176
